data,ano,mes,regiao,bioma,focos_observados
2025-01-31,2025,1,Nordeste,Cerrado,96
2025-01-31,2025,1,Norte,Cerrado,9
2025-01-31,2025,1,Sudeste,Cerrado,28
2025-01-31,2025,1,Centro-Oeste,Mata Atlântica,3
2025-01-31,2025,1,Nordeste,Mata Atlântica,240
2025-01-31,2025,1,Sudeste,Mata Atlântica,69
2025-01-31,2025,1,Sul,Mata Atlântica,11
2025-01-31,2025,1,Sul,Pampa,14
2025-01-31,2025,1,Centro-Oeste,Pantanal,12
2025-02-01,2025,2,Centro-Oeste,Amazônia,24
2025-02-01,2025,2,Norte,Amazônia,317
2025-02-01,2025,2,Nordeste,Caatinga,270
2025-02-01,2025,2,Centro-Oeste,Cerrado,40
2025-02-01,2025,2,Nordeste,Cerrado,20
2025-02-01,2025,2,Norte,Cerrado,10
2025-02-01,2025,2,Sudeste,Cerrado,5
2025-02-01,2025,2,Centro-Oeste,Mata Atlântica,5
2025-02-01,2025,2,Nordeste,Mata Atlântica,127
2025-02-01,2025,2,Sudeste,Mata Atlântica,49
2025-02-01,2025,2,Sul,Mata Atlântica,22
2025-02-01,2025,2,Sul,Pampa,34
2025-02-01,2025,2,Centro-Oeste,Pantanal,4
2025-02-02,2025,2,Centro-Oeste,Amazônia,1
2025-02-02,2025,2,Nordeste,Amazônia,2
2025-02-02,2025,2,Norte,Amazônia,546
2025-02-02,2025,2,Nordeste,Caatinga,253
2025-02-02,2025,2,Centro-Oeste,Cerrado,38
2025-02-02,2025,2,Nordeste,Cerrado,5
2025-02-02,2025,2,Sudeste,Cerrado,1
2025-02-02,2025,2,Centro-Oeste,Mata Atlântica,22
2025-02-02,2025,2,Nordeste,Mata Atlântica,173
2025-02-02,2025,2,Sudeste,Mata Atlântica,77
2025-02-02,2025,2,Sul,Mata Atlântica,28
2025-02-02,2025,2,Sul,Pampa,39
2025-02-02,2025,2,Centro-Oeste,Pantanal,8
2025-02-03,2025,2,Centro-Oeste,Amazônia,3
2025-02-03,2025,2,Nordeste,Amazônia,1
2025-02-03,2025,2,Norte,Amazônia,262
2025-02-03,2025,2,Nordeste,Caatinga,445
2025-02-03,2025,2,Centro-Oeste,Cerrado,50
2025-02-03,2025,2,Nordeste,Cerrado,56
2025-02-03,2025,2,Norte,Cerrado,7
2025-02-03,2025,2,Sudeste,Cerrado,2
2025-02-03,2025,2,Centro-Oeste,Mata Atlântica,86
2025-02-03,2025,2,Nordeste,Mata Atlântica,214
2025-02-03,2025,2,Sudeste,Mata Atlântica,96
2025-02-03,2025,2,Sul,Mata Atlântica,90
2025-02-03,2025,2,Sul,Pampa,26
2025-02-03,2025,2,Centro-Oeste,Pantanal,4
2025-02-04,2025,2,Centro-Oeste,Amazônia,29
2025-02-04,2025,2,Nordeste,Amazônia,2
2025-02-04,2025,2,Norte,Amazônia,190
2025-02-04,2025,2,Nordeste,Caatinga,397
2025-02-04,2025,2,Sudeste,Caatinga,4
2025-02-04,2025,2,Centro-Oeste,Cerrado,120
2025-02-04,2025,2,Nordeste,Cerrado,305
2025-02-04,2025,2,Norte,Cerrado,9
2025-02-04,2025,2,Sudeste,Cerrado,43
2025-02-04,2025,2,Centro-Oeste,Mata Atlântica,61
2025-02-04,2025,2,Nordeste,Mata Atlântica,113
2025-02-04,2025,2,Sudeste,Mata Atlântica,168
2025-02-04,2025,2,Sul,Mata Atlântica,108
2025-02-04,2025,2,Sul,Pampa,80
2025-02-04,2025,2,Centro-Oeste,Pantanal,4
2025-02-05,2025,2,Centro-Oeste,Amazônia,12
2025-02-05,2025,2,Nordeste,Amazônia,25
2025-02-05,2025,2,Norte,Amazônia,177
2025-02-05,2025,2,Nordeste,Caatinga,318
2025-02-05,2025,2,Sudeste,Caatinga,1
2025-02-05,2025,2,Centro-Oeste,Cerrado,16
2025-02-05,2025,2,Nordeste,Cerrado,352
2025-02-05,2025,2,Norte,Cerrado,87
2025-02-05,2025,2,Sudeste,Cerrado,120
2025-02-05,2025,2,Centro-Oeste,Mata Atlântica,2
2025-02-05,2025,2,Nordeste,Mata Atlântica,93
2025-02-05,2025,2,Sudeste,Mata Atlântica,208
2025-02-05,2025,2,Sul,Mata Atlântica,56
2025-02-05,2025,2,Sul,Pampa,115
2025-02-05,2025,2,Centro-Oeste,Pantanal,3
2025-02-06,2025,2,Centro-Oeste,Amazônia,8
2025-02-06,2025,2,Nordeste,Amazônia,16
2025-02-06,2025,2,Norte,Amazônia,130
2025-02-06,2025,2,Nordeste,Caatinga,117
2025-02-06,2025,2,Sudeste,Caatinga,2
2025-02-06,2025,2,Centro-Oeste,Cerrado,101
2025-02-06,2025,2,Nordeste,Cerrado,313
2025-02-06,2025,2,Norte,Cerrado,169
2025-02-06,2025,2,Sudeste,Cerrado,155
2025-02-06,2025,2,Nordeste,Mata Atlântica,23
2025-02-06,2025,2,Sudeste,Mata Atlântica,137
2025-02-06,2025,2,Sul,Mata Atlântica,14
2025-02-06,2025,2,Sul,Pampa,110
2025-02-06,2025,2,Centro-Oeste,Pantanal,1
2025-02-07,2025,2,Centro-Oeste,Amazônia,127
2025-02-07,2025,2,Nordeste,Amazônia,9
2025-02-07,2025,2,Norte,Amazônia,65
2025-02-07,2025,2,Nordeste,Caatinga,106
2025-02-07,2025,2,Sudeste,Caatinga,15
2025-02-07,2025,2,Centro-Oeste,Cerrado,98
2025-02-07,2025,2,Nordeste,Cerrado,203
2025-02-07,2025,2,Norte,Cerrado,166
2025-02-07,2025,2,Sudeste,Cerrado,69
2025-02-07,2025,2,Nordeste,Mata Atlântica,31
2025-02-07,2025,2,Sudeste,Mata Atlântica,166
2025-02-07,2025,2,Sul,Mata Atlântica,19
2025-02-07,2025,2,Sul,Pampa,11
2025-02-07,2025,2,Centro-Oeste,Pantanal,4
2025-02-08,2025,2,Centro-Oeste,Amazônia,54
2025-02-08,2025,2,Nordeste,Amazônia,6
2025-02-08,2025,2,Norte,Amazônia,63
2025-02-08,2025,2,Nordeste,Caatinga,100
2025-02-08,2025,2,Centro-Oeste,Cerrado,158
2025-02-08,2025,2,Nordeste,Cerrado,66
2025-02-08,2025,2,Norte,Cerrado,102
2025-02-08,2025,2,Sudeste,Cerrado,65
2025-02-08,2025,2,Centro-Oeste,Mata Atlântica,14
2025-02-08,2025,2,Nordeste,Mata Atlântica,25
2025-02-08,2025,2,Sudeste,Mata Atlântica,93
2025-02-08,2025,2,Sul,Mata Atlântica,50
2025-02-08,2025,2,Sul,Pampa,34
2025-02-08,2025,2,Centro-Oeste,Pantanal,20
2025-02-09,2025,2,Centro-Oeste,Amazônia,78
2025-02-09,2025,2,Norte,Amazônia,17
2025-02-09,2025,2,Nordeste,Caatinga,134
2025-02-09,2025,2,Sudeste,Caatinga,6
2025-02-09,2025,2,Centro-Oeste,Cerrado,100
2025-02-09,2025,2,Nordeste,Cerrado,72
2025-02-09,2025,2,Norte,Cerrado,3
2025-02-09,2025,2,Sudeste,Cerrado,47
2025-02-09,2025,2,Centro-Oeste,Mata Atlântica,9
2025-02-09,2025,2,Nordeste,Mata Atlântica,37
2025-02-09,2025,2,Sudeste,Mata Atlântica,68
2025-02-09,2025,2,Sul,Mata Atlântica,48
2025-02-09,2025,2,Sul,Pampa,73
2025-02-09,2025,2,Centro-Oeste,Pantanal,20
2025-02-10,2025,2,Centro-Oeste,Amazônia,17
2025-02-10,2025,2,Norte,Amazônia,5
2025-02-10,2025,2,Nordeste,Caatinga,164
2025-02-10,2025,2,Sudeste,Caatinga,1
2025-02-10,2025,2,Centro-Oeste,Cerrado,124
2025-02-10,2025,2,Nordeste,Cerrado,80
2025-02-10,2025,2,Norte,Cerrado,3
2025-02-10,2025,2,Sudeste,Cerrado,16
2025-02-10,2025,2,Centro-Oeste,Mata Atlântica,8
2025-02-10,2025,2,Nordeste,Mata Atlântica,46
2025-02-10,2025,2,Sudeste,Mata Atlântica,102
2025-02-10,2025,2,Sul,Mata Atlântica,215
2025-02-10,2025,2,Sul,Pampa,170
2025-02-10,2025,2,Centro-Oeste,Pantanal,9
2025-02-11,2025,2,Centro-Oeste,Amazônia,33
2025-02-11,2025,2,Nordeste,Amazônia,1
2025-02-11,2025,2,Norte,Amazônia,50
2025-02-11,2025,2,Nordeste,Caatinga,339
2025-02-11,2025,2,Centro-Oeste,Cerrado,123
2025-02-11,2025,2,Nordeste,Cerrado,190
2025-02-11,2025,2,Sudeste,Cerrado,83
2025-02-11,2025,2,Sul,Cerrado,1
2025-02-11,2025,2,Centro-Oeste,Mata Atlântica,10
2025-02-11,2025,2,Nordeste,Mata Atlântica,87
2025-02-11,2025,2,Sudeste,Mata Atlântica,129
2025-02-11,2025,2,Sul,Mata Atlântica,264
2025-02-11,2025,2,Sul,Pampa,101
2025-02-11,2025,2,Centro-Oeste,Pantanal,2
2025-02-12,2025,2,Centro-Oeste,Amazônia,31
2025-02-12,2025,2,Nordeste,Amazônia,1
2025-02-12,2025,2,Norte,Amazônia,148
2025-02-12,2025,2,Nordeste,Caatinga,516
2025-02-12,2025,2,Centro-Oeste,Cerrado,61
2025-02-12,2025,2,Nordeste,Cerrado,228
2025-02-12,2025,2,Norte,Cerrado,21
2025-02-12,2025,2,Sudeste,Cerrado,120
2025-02-12,2025,2,Sul,Cerrado,4
2025-02-12,2025,2,Centro-Oeste,Mata Atlântica,4
2025-02-12,2025,2,Nordeste,Mata Atlântica,236
2025-02-12,2025,2,Sudeste,Mata Atlântica,119
2025-02-12,2025,2,Sul,Mata Atlântica,150
2025-02-12,2025,2,Sul,Pampa,10
2025-02-12,2025,2,Centro-Oeste,Pantanal,12
2025-02-13,2025,2,Centro-Oeste,Amazônia,9
2025-02-13,2025,2,Nordeste,Amazônia,1
2025-02-13,2025,2,Norte,Amazônia,51
2025-02-13,2025,2,Nordeste,Caatinga,444
2025-02-13,2025,2,Centro-Oeste,Cerrado,85
2025-02-13,2025,2,Nordeste,Cerrado,184
2025-02-13,2025,2,Norte,Cerrado,33
2025-02-13,2025,2,Sudeste,Cerrado,103
2025-02-13,2025,2,Centro-Oeste,Mata Atlântica,44
2025-02-13,2025,2,Nordeste,Mata Atlântica,215
2025-02-13,2025,2,Sudeste,Mata Atlântica,66
2025-02-13,2025,2,Sul,Mata Atlântica,33
2025-02-13,2025,2,Sul,Pampa,33
2025-02-13,2025,2,Centro-Oeste,Pantanal,9
2025-02-14,2025,2,Centro-Oeste,Amazônia,13
2025-02-14,2025,2,Nordeste,Amazônia,2
2025-02-14,2025,2,Norte,Amazônia,86
2025-02-14,2025,2,Nordeste,Caatinga,293
2025-02-14,2025,2,Sudeste,Caatinga,17
2025-02-14,2025,2,Centro-Oeste,Cerrado,111
2025-02-14,2025,2,Nordeste,Cerrado,230
2025-02-14,2025,2,Norte,Cerrado,29
2025-02-14,2025,2,Sudeste,Cerrado,389
2025-02-14,2025,2,Centro-Oeste,Mata Atlântica,49
2025-02-14,2025,2,Nordeste,Mata Atlântica,101
2025-02-14,2025,2,Sudeste,Mata Atlântica,138
2025-02-14,2025,2,Sul,Mata Atlântica,59
2025-02-14,2025,2,Sul,Pampa,44
2025-02-14,2025,2,Centro-Oeste,Pantanal,14
2025-02-15,2025,2,Centro-Oeste,Amazônia,44
2025-02-15,2025,2,Norte,Amazônia,14
2025-02-15,2025,2,Nordeste,Caatinga,389
2025-02-15,2025,2,Sudeste,Caatinga,18
2025-02-15,2025,2,Centro-Oeste,Cerrado,276
2025-02-15,2025,2,Nordeste,Cerrado,179
2025-02-15,2025,2,Norte,Cerrado,21
2025-02-15,2025,2,Sudeste,Cerrado,224
2025-02-15,2025,2,Centro-Oeste,Mata Atlântica,78
2025-02-15,2025,2,Nordeste,Mata Atlântica,180
2025-02-15,2025,2,Sudeste,Mata Atlântica,330
2025-02-15,2025,2,Sul,Mata Atlântica,46
2025-02-15,2025,2,Sul,Pampa,1
2025-02-15,2025,2,Centro-Oeste,Pantanal,11
2025-02-16,2025,2,Centro-Oeste,Amazônia,19
2025-02-16,2025,2,Nordeste,Amazônia,7
2025-02-16,2025,2,Norte,Amazônia,73
2025-02-16,2025,2,Nordeste,Caatinga,291
2025-02-16,2025,2,Sudeste,Caatinga,11
2025-02-16,2025,2,Centro-Oeste,Cerrado,87
2025-02-16,2025,2,Nordeste,Cerrado,100
2025-02-16,2025,2,Sudeste,Cerrado,162
2025-02-16,2025,2,Centro-Oeste,Mata Atlântica,20
2025-02-16,2025,2,Nordeste,Mata Atlântica,101
2025-02-16,2025,2,Sudeste,Mata Atlântica,218
2025-02-16,2025,2,Sul,Mata Atlântica,10
2025-02-16,2025,2,Sul,Pampa,2
2025-02-16,2025,2,Centro-Oeste,Pantanal,9
2025-02-17,2025,2,Centro-Oeste,Amazônia,44
2025-02-17,2025,2,Norte,Amazônia,52
2025-02-17,2025,2,Nordeste,Caatinga,230
2025-02-17,2025,2,Sudeste,Caatinga,55
2025-02-17,2025,2,Centro-Oeste,Cerrado,138
2025-02-17,2025,2,Nordeste,Cerrado,164
2025-02-17,2025,2,Norte,Cerrado,4
2025-02-17,2025,2,Sudeste,Cerrado,396
2025-02-17,2025,2,Centro-Oeste,Mata Atlântica,14
2025-02-17,2025,2,Nordeste,Mata Atlântica,53
2025-02-17,2025,2,Sudeste,Mata Atlântica,352
2025-02-17,2025,2,Sul,Mata Atlântica,21
2025-02-17,2025,2,Centro-Oeste,Pantanal,51
2025-02-18,2025,2,Centro-Oeste,Amazônia,96
2025-02-18,2025,2,Nordeste,Amazônia,2
2025-02-18,2025,2,Norte,Amazônia,135
2025-02-18,2025,2,Nordeste,Caatinga,493
2025-02-18,2025,2,Centro-Oeste,Cerrado,272
2025-02-18,2025,2,Nordeste,Cerrado,161
2025-02-18,2025,2,Norte,Cerrado,103
2025-02-18,2025,2,Sudeste,Cerrado,251
2025-02-18,2025,2,Centro-Oeste,Mata Atlântica,5
2025-02-18,2025,2,Nordeste,Mata Atlântica,183
2025-02-18,2025,2,Sudeste,Mata Atlântica,407
2025-02-18,2025,2,Sul,Mata Atlântica,6
2025-02-18,2025,2,Sul,Pampa,2
2025-02-18,2025,2,Centro-Oeste,Pantanal,136
2025-02-19,2025,2,Centro-Oeste,Amazônia,33
2025-02-19,2025,2,Nordeste,Amazônia,4
2025-02-19,2025,2,Norte,Amazônia,96
2025-02-19,2025,2,Nordeste,Caatinga,220
2025-02-19,2025,2,Sudeste,Caatinga,4
2025-02-19,2025,2,Centro-Oeste,Cerrado,242
2025-02-19,2025,2,Nordeste,Cerrado,468
2025-02-19,2025,2,Norte,Cerrado,107
2025-02-19,2025,2,Sudeste,Cerrado,520
2025-02-19,2025,2,Centro-Oeste,Mata Atlântica,1
2025-02-19,2025,2,Nordeste,Mata Atlântica,92
2025-02-19,2025,2,Sudeste,Mata Atlântica,292
2025-02-19,2025,2,Sul,Mata Atlântica,10
2025-02-19,2025,2,Sul,Pampa,10
2025-02-19,2025,2,Centro-Oeste,Pantanal,26
2025-02-20,2025,2,Centro-Oeste,Amazônia,67
2025-02-20,2025,2,Nordeste,Amazônia,2
2025-02-20,2025,2,Norte,Amazônia,36
2025-02-20,2025,2,Nordeste,Caatinga,314
2025-02-20,2025,2,Sudeste,Caatinga,6
2025-02-20,2025,2,Centro-Oeste,Cerrado,294
2025-02-20,2025,2,Nordeste,Cerrado,371
2025-02-20,2025,2,Norte,Cerrado,79
2025-02-20,2025,2,Sudeste,Cerrado,410
2025-02-20,2025,2,Centro-Oeste,Mata Atlântica,41
2025-02-20,2025,2,Nordeste,Mata Atlântica,126
2025-02-20,2025,2,Sudeste,Mata Atlântica,355
2025-02-20,2025,2,Sul,Mata Atlântica,32
2025-02-20,2025,2,Sul,Pampa,26
2025-02-20,2025,2,Centro-Oeste,Pantanal,66
2025-02-21,2025,2,Centro-Oeste,Amazônia,39
2025-02-21,2025,2,Nordeste,Amazônia,4
2025-02-21,2025,2,Norte,Amazônia,99
2025-02-21,2025,2,Nordeste,Caatinga,259
2025-02-21,2025,2,Sudeste,Caatinga,110
2025-02-21,2025,2,Centro-Oeste,Cerrado,250
2025-02-21,2025,2,Nordeste,Cerrado,418
2025-02-21,2025,2,Norte,Cerrado,74
2025-02-21,2025,2,Sudeste,Cerrado,581
2025-02-21,2025,2,Centro-Oeste,Mata Atlântica,22
2025-02-21,2025,2,Nordeste,Mata Atlântica,126
2025-02-21,2025,2,Sudeste,Mata Atlântica,323
2025-02-21,2025,2,Sul,Mata Atlântica,52
2025-02-21,2025,2,Sul,Pampa,29
2025-02-21,2025,2,Centro-Oeste,Pantanal,26
2025-02-22,2025,2,Centro-Oeste,Amazônia,89
2025-02-22,2025,2,Norte,Amazônia,71
2025-02-22,2025,2,Nordeste,Caatinga,226
2025-02-22,2025,2,Sudeste,Caatinga,9
2025-02-22,2025,2,Centro-Oeste,Cerrado,216
2025-02-22,2025,2,Nordeste,Cerrado,204
2025-02-22,2025,2,Norte,Cerrado,14
2025-02-22,2025,2,Sudeste,Cerrado,340
2025-02-22,2025,2,Centro-Oeste,Mata Atlântica,14
2025-02-22,2025,2,Nordeste,Mata Atlântica,103
2025-02-22,2025,2,Sudeste,Mata Atlântica,202
2025-02-22,2025,2,Sul,Mata Atlântica,46
2025-02-22,2025,2,Sul,Pampa,27
2025-02-22,2025,2,Centro-Oeste,Pantanal,100
2025-02-23,2025,2,Centro-Oeste,Amazônia,106
2025-02-23,2025,2,Nordeste,Amazônia,2
2025-02-23,2025,2,Norte,Amazônia,132
2025-02-23,2025,2,Nordeste,Caatinga,161
2025-02-23,2025,2,Centro-Oeste,Cerrado,205
2025-02-23,2025,2,Nordeste,Cerrado,115
2025-02-23,2025,2,Norte,Cerrado,17
2025-02-23,2025,2,Sudeste,Cerrado,128
2025-02-23,2025,2,Sul,Cerrado,5
2025-02-23,2025,2,Centro-Oeste,Mata Atlântica,15
2025-02-23,2025,2,Nordeste,Mata Atlântica,111
2025-02-23,2025,2,Sudeste,Mata Atlântica,128
2025-02-23,2025,2,Sul,Mata Atlântica,39
2025-02-23,2025,2,Sul,Pampa,16
2025-02-23,2025,2,Centro-Oeste,Pantanal,53
2025-02-24,2025,2,Centro-Oeste,Amazônia,37
2025-02-24,2025,2,Nordeste,Amazônia,1
2025-02-24,2025,2,Norte,Amazônia,70
2025-02-24,2025,2,Nordeste,Caatinga,297
2025-02-24,2025,2,Sudeste,Caatinga,2
2025-02-24,2025,2,Centro-Oeste,Cerrado,110
2025-02-24,2025,2,Nordeste,Cerrado,60
2025-02-24,2025,2,Norte,Cerrado,3
2025-02-24,2025,2,Sudeste,Cerrado,120
2025-02-24,2025,2,Centro-Oeste,Mata Atlântica,12
2025-02-24,2025,2,Nordeste,Mata Atlântica,101
2025-02-24,2025,2,Sudeste,Mata Atlântica,150
2025-02-24,2025,2,Sul,Mata Atlântica,200
2025-02-24,2025,2,Sul,Pampa,41
2025-02-24,2025,2,Centro-Oeste,Pantanal,5
2025-02-25,2025,2,Centro-Oeste,Amazônia,6
2025-02-25,2025,2,Nordeste,Amazônia,4
2025-02-25,2025,2,Norte,Amazônia,237
2025-02-25,2025,2,Nordeste,Caatinga,255
2025-02-25,2025,2,Sudeste,Caatinga,73
2025-02-25,2025,2,Centro-Oeste,Cerrado,23
2025-02-25,2025,2,Nordeste,Cerrado,256
2025-02-25,2025,2,Norte,Cerrado,18
2025-02-25,2025,2,Sudeste,Cerrado,308
2025-02-25,2025,2,Sul,Cerrado,6
2025-02-25,2025,2,Centro-Oeste,Mata Atlântica,3
2025-02-25,2025,2,Nordeste,Mata Atlântica,122
2025-02-25,2025,2,Sudeste,Mata Atlântica,169
2025-02-25,2025,2,Sul,Mata Atlântica,163
2025-02-25,2025,2,Sul,Pampa,60
2025-02-26,2025,2,Centro-Oeste,Amazônia,6
2025-02-26,2025,2,Norte,Amazônia,230
2025-02-26,2025,2,Nordeste,Caatinga,257
2025-02-26,2025,2,Sudeste,Caatinga,1
2025-02-26,2025,2,Centro-Oeste,Cerrado,13
2025-02-26,2025,2,Nordeste,Cerrado,135
2025-02-26,2025,2,Norte,Cerrado,4
2025-02-26,2025,2,Sudeste,Cerrado,291
2025-02-26,2025,2,Nordeste,Mata Atlântica,87
2025-02-26,2025,2,Sudeste,Mata Atlântica,235
2025-02-26,2025,2,Sul,Mata Atlântica,133
2025-02-26,2025,2,Sul,Pampa,5
2025-02-26,2025,2,Centro-Oeste,Pantanal,2
2025-02-27,2025,2,Centro-Oeste,Amazônia,11
2025-02-27,2025,2,Norte,Amazônia,282
2025-02-27,2025,2,Nordeste,Caatinga,203
2025-02-27,2025,2,Sudeste,Caatinga,2
2025-02-27,2025,2,Centro-Oeste,Cerrado,22
2025-02-27,2025,2,Nordeste,Cerrado,77
2025-02-27,2025,2,Sudeste,Cerrado,230
2025-02-27,2025,2,Centro-Oeste,Mata Atlântica,2
2025-02-27,2025,2,Nordeste,Mata Atlântica,37
2025-02-27,2025,2,Sudeste,Mata Atlântica,290
2025-02-27,2025,2,Sul,Mata Atlântica,65
2025-02-27,2025,2,Sul,Pampa,1
2025-02-28,2025,2,Centro-Oeste,Amazônia,5
2025-02-28,2025,2,Norte,Amazônia,584
2025-02-28,2025,2,Nordeste,Caatinga,115
2025-02-28,2025,2,Sudeste,Caatinga,2
2025-02-28,2025,2,Centro-Oeste,Cerrado,65
2025-02-28,2025,2,Nordeste,Cerrado,136
2025-02-28,2025,2,Norte,Cerrado,6
2025-02-28,2025,2,Sudeste,Cerrado,96
2025-02-28,2025,2,Sul,Cerrado,2
2025-02-28,2025,2,Centro-Oeste,Mata Atlântica,5
2025-02-28,2025,2,Nordeste,Mata Atlântica,21
2025-02-28,2025,2,Sudeste,Mata Atlântica,196
2025-02-28,2025,2,Sul,Mata Atlântica,48
2025-02-28,2025,2,Sul,Pampa,17
2025-02-28,2025,2,Centro-Oeste,Pantanal,21
2025-03-01,2025,3,Centro-Oeste,Amazônia,41
2025-03-01,2025,3,Norte,Amazônia,1140
2025-03-01,2025,3,Nordeste,Caatinga,182
2025-03-01,2025,3,Sudeste,Caatinga,3
2025-03-01,2025,3,Centro-Oeste,Cerrado,142
2025-03-01,2025,3,Nordeste,Cerrado,73
2025-03-01,2025,3,Norte,Cerrado,14
2025-03-01,2025,3,Sudeste,Cerrado,79
2025-03-01,2025,3,Centro-Oeste,Mata Atlântica,17
2025-03-01,2025,3,Nordeste,Mata Atlântica,22
2025-03-01,2025,3,Sudeste,Mata Atlântica,154
2025-03-01,2025,3,Sul,Mata Atlântica,60
2025-03-01,2025,3,Sul,Pampa,4
2025-03-01,2025,3,Centro-Oeste,Pantanal,19
2025-03-02,2025,3,Centro-Oeste,Amazônia,7
2025-03-02,2025,3,Norte,Amazônia,1585
